user_id,work_id,year,month,day,hour,minute,second
2,207,2024,5,26,9,32,28
2,363,2024,5,28,8,50,34
2,275,2024,5,28,8,50,49
2,187,2024,5,28,8,51,5
3,50,2024,5,28,8,51,42
3,51,2024,5,28,8,51,57
